535.04,612.70,595.31,567.67,609.46,614.35,602.56,634.73,645.56,607.10
606.13,621.02,596.28,567.78,609.47,614.35,602.56,634.73,645.56,606.22
606.03,621.01,595.40,567.68,609.46,614.35,602.56,634.73,645.56,607.10
606.13,621.02,594.52,565.81,607.47,611.47,602.23,633.81,645.46,606.21
606.02,621.01,593.63,562.17,603.52,607.47,601.76,631.99,644.36,606.08
606.01,621.01,590.10,559.11,598.74,602.50,601.18,628.39,643.94,603.38
604.81,620.87,584.79,554.96,592.08,595.54,599.48,623.78,641.63,598.69
604.26,620.81,579.48,548.15,583.33,586.57,596.66,616.38,639.88,592.31
602.63,620.61,574.16,541.35,574.59,576.72,592.86,607.11,636.15,583.93
601.65,620.50,569.73,534.65,564.98,567.65,588.27,596.86,632.30,573.76
600.46,620.36,564.42,526.08,553.38,555.69,581.57,581.95,628.79,561.87
599.07,620.20,561.75,517.83,543.58,545.72,576.87,569.04,624.63,549.03
597.56,620.02,557.32,506.71,531.69,533.73,570.17,553.24,620.13,531.72
594.65,619.68,553.75,490.40,510.35,511.81,558.77,528.95,612.87,512.33
592.38,619.41,550.18,478.51,496.60,497.84,552.72,514.12,609.37,498.68
590.78,619.23,548.39,468.59,486.61,487.84,546.25,504.53,605.60,490.29
588.92,619.01,547.49,461.42,479.59,480.83,541.02,497.74,600.39,482.62
587.14,617.92,544.71,455.79,471.87,473.75,534.01,491.62,596.14,478.59
585.78,617.76,542.93,452.05,468.78,470.74,527.48,489.09,591.43,478.92
585.82,617.76,542.04,453.71,469.86,471.75,527.59,489.99,589.77,478.73
584.92,616.77,539.28,450.74,465.98,467.76,519.18,486.35,585.81,477.38
583.88,616.65,540.15,452.61,468.85,470.75,522.18,489.35,587.04,479.29
584.10,616.68,541.03,453.60,469.85,471.75,523.18,491.24,588.15,481.19
584.32,616.70,541.92,454.58,471.73,473.73,525.18,493.24,588.38,482.98
584.53,616.73,543.69,456.56,472.84,475.63,527.16,495.23,589.50,484.88
584.75,616.76,544.57,458.43,474.82,476.75,528.18,497.12,590.60,486.77
584.98,616.78,545.46,460.30,476.81,478.74,530.18,498.24,591.62,488.66
585.20,616.81,546.35,461.28,477.81,479.74,531.18,499.24,591.73,489.55
586.18,616.92,547.24,462.27,478.81,480.74,531.30,501.02,591.94,491.34
586.39,616.95,547.24,463.15,479.79,481.74,532.30,502.02,592.06,493.12
586.60,616.97,548.13,464.14,480.79,482.74,533.30,503.02,592.17,495.78
586.91,617.01,548.13,465.91,482.76,484.74,535.29,505.90,595.16,504.08
587.89,617.12,552.56,476.14,493.67,498.38,551.02,525.40,607.16,532.85
593.90,618.71,565.11,505.86,531.59,539.90,575.30,575.92,623.67,580.70
602.15,620.56,577.69,547.94,586.84,594.93,588.81,621.65,635.20,598.82
606.04,621.01,587.45,565.86,611.89,618.17,595.06,634.74,641.15,605.70
608.61,622.20,594.65,570.24,617.70,623.26,595.66,637.46,642.35,608.49
610.71,622.44,598.21,571.54,619.62,625.25,595.89,638.37,643.34,610.37
611.81,623.46,600.10,572.64,621.52,628.12,595.35,638.30,644.22,612.24
613.79,623.69,601.89,573.73,623.41,629.23,596.36,639.30,644.33,613.14
616.55,624.89,602.91,574.74,624.41,630.23,596.48,639.32,645.22,614.12
618.43,626.00,603.04,574.75,624.41,630.23,597.36,638.54,646.01,614.22
619.32,626.10,603.94,574.86,624.43,630.23,597.36,638.54,646.01,614.22
619.32,626.10,603.94,574.86,624.43,630.23,597.36,638.54,646.01,614.22
619.32,626.10,603.94,574.86,624.43,630.23,597.36,638.54,646.01,614.22
619.32,626.10,603.94,574.86,624.43,630.23,598.24,637.76,645.92,614.21
619.32,626.10,603.94,574.86,623.54,629.24,598.13,637.75,645.92,614.21
619.32,626.10,603.94,574.86,623.54,629.24,598.13,637.75,645.92,614.21
618.44,626.00,603.93,574.86,622.66,628.26,598.01,637.73,645.91,613.32
618.34,625.99,603.93,573.97,622.56,628.25,598.01,636.85,645.81,613.31
618.33,625.99,603.93,573.97,621.67,627.26,597.89,636.84,645.81,613.31
618.33,625.99,603.93,573.97,621.67,627.26,597.89,636.84,645.81,612.43
618.23,625.97,603.04,573.87,621.66,627.26,597.89,636.84,645.81,612.43
618.23,625.97,603.04,573.87,620.78,626.27,598.66,636.93,645.82,612.43
618.23,625.97,603.04,573.87,620.78,626.27,598.66,636.04,645.72,611.53
618.13,625.96,603.04,572.99,619.79,625.27,598.54,636.03,645.72,611.53
618.13,625.96,603.04,573.87,619.90,625.29,598.55,636.03,645.72,612.42
