519.15,579.94,587.06,587.89,0,0
587.99,588.00,588.00,588.00,0,0
588.00,588.00,588.00,588.00,0,0
587.12,587.90,587.10,587.01,0,0
587.00,587.00,587.00,587.00,0,0
586.12,586.01,586.00,586.00,0,0
585.12,585.01,585.00,585.00,0,0
585.00,585.00,584.12,584.90,0,0
584.10,584.90,584.10,584.90,0,0
584.10,584.90,584.99,585.00,0,0
585.88,585.99,586.00,586.88,0,0
586.99,587.88,587.99,588.88,0,0
588.99,589.88,589.99,590.88,0,0
590.99,591.00,591.88,591.99,0,0
592.00,592.88,593.87,593.98,0,0
594.00,594.88,594.99,595.88,0,0
595.99,596.88,597.87,598.87,0,0
598.98,599.88,600.87,600.98,0,0
601.00,601.88,601.99,602.00,0,0
602.00,602.88,602.99,603.00,0,0
603.00,603.00,603.00,603.00,0,0
603.00,603.00,603.00,603.00,0,0
603.00,603.00,603.00,603.00,0,0
602.12,602.90,602.99,603.00,0,0
602.12,602.01,602.00,602.00,0,0
601.12,601.01,600.12,600.01,0,0
599.12,599.01,599.00,599.00,0,0
598.12,598.01,598.00,598.00,0,0
598.00,598.88,598.99,599.00,94,0
598.12,598.90,598.99,599.00,222,0
599.00,599.00,599.00,599.00,300,0
599.00,599.88,599.99,600.00,195,0
600.88,600.99,601.00,601.88,79,0
601.99,602.88,602.99,603.00,94,0
603.00,603.00,603.00,603.00,0,0
603.00,603.88,603.10,603.01,100,0
603.00,603.00,603.00,603.00,116,0
603.00,603.00,602.12,602.01,444,93
601.12,601.01,601.00,600.12,777,639
600.01,600.00,600.00,600.00,897,820
600.88,600.99,601.00,601.88,940,887
602.87,603.87,603.98,604.88,956,925
606.75,607.85,608.87,609.87,963,947
611.75,611.97,612.88,612.99,968,956
613.00,613.00,613.00,612.12,970,960
612.01,612.00,611.12,611.01,972,966
611.00,610.12,610.01,610.00,974,968
609.12,609.01,609.00,608.12,974,969
608.90,608.10,608.01,608.88,975,970
608.99,608.12,608.01,608.00,975,972
607.12,607.01,607.00,607.00,975,969
607.00,607.00,607.00,607.00,975,969
607.88,607.99,608.00,608.00,975,970
608.88,608.10,608.01,608.00,974,968
608.88,608.99,609.00,609.00,974,967
609.88,609.99,610.00,610.00,969,950
610.88,610.99,611.00,611.00,939,897
611.00,610.12,610.01,610.00,769,741
610.00,611.77,613.74,614.85,0,0
617.63,619.72,622.62,624.72,0,0
626.73,628.73,629.85,629.98,0,0
630.00,630.00,629.12,629.01,0,0
628.12,628.01,628.00,628.88,0,0
628.99,629.88,629.99,630.88,0,0
630.99,631.00,631.00,631.00,0,0
631.00,631.00,631.00,631.00,0,0
631.00,631.88,631.99,632.00,0,0
631.12,631.01,631.00,631.88,0,0
631.10,631.90,631.99,632.00,0,0
631.12,631.90,631.99,632.00,0,0
632.00,632.00,632.00,632.00,0,0
632.00,632.00,632.00,632.00,0,0
631.12,631.01,631.00,631.00,0,0
630.12,630.01,630.00,630.00,0,0
629.12,629.01,629.00,628.12,0,0
628.01,628.00,627.12,627.01,0,0
627.00,627.00,627.00,627.00,0,0
627.00,627.00,627.00,627.00,0,0
627.00,627.00,627.00,627.00,0,0
626.12,626.01,626.00,626.00,0,0
626.00,626.00,626.00,626.00,0,0
626.00,626.00,626.00,625.12,0,0
625.01,625.00,625.00,625.00,0,0
624.12,624.01,624.00,624.00,0,0
623.12,623.01,623.00,623.00,0,0
623.00,623.00,623.00,622.12,0,0
622.01,622.00,622.00,622.00,0,0
621.12,621.01,621.00,621.00,0,0
621.00,621.00,621.00,621.00,0,0
620.12,620.01,620.00,620.00,0,0
620.00,620.00,620.00,620.00,0,0
620.00,620.00,620.00,620.00,0,0
619.12,619.90,619.99,619.12,0,0
619.01,619.00,619.00,619.00,0,0
619.00,619.00,619.00,619.00,0,0
618.12,618.90,618.10,618.01,0,0
618.00,618.00,618.00,618.00,0,0
617.12,617.01,617.00,617.00,0,0
617.00,617.00,617.00,617.00,0,0
616.12,616.90,616.10,616.01,0,0
616.00,616.00,616.00,616.00,0,0
616.00,616.00,616.00,616.00,0,0
616.00,616.00,616.00,616.00,0,0
616.00,616.00,616.00,616.00,0,0
616.00,616.00,616.00,616.00,0,0
616.00,616.00,616.00,616.00,0,0
615.12,615.01,615.00,615.00,0,0
615.00,615.00,615.00,615.00,0,0
614.12,614.90,614.99,615.00,0,0
614.12,614.01,614.00,614.88,0,0
614.10,614.01,614.00,614.00,0,0
614.00,614.00,614.00,614.00,0,0
614.00,614.00,614.00,614.00,0,0
614.00,614.00,614.00,614.00,0,0
614.00,614.00,614.00,614.00,0,0
613.12,613.90,613.10,613.01,0,0
613.00,613.00,613.00,613.00,0,0
613.00,613.00,613.00,613.00,0,0
613.00,613.00,613.00,613.00,0,0
613.00,613.00,613.00,613.00,0,0
