4052,5576,15488,2047,-286,-1053,4052,5576,15488,2047,-286,-1053,623
3784,5652,15744,1688,-299,-1078,3784,5652,15744,1688,-299,-1078,616
4036,6640,14952,393,-1362,-1028,4036,6640,14952,393,-1362,-1028,632
4168,6324,13448,324,-1039,-283,4168,6324,13448,324,-1039,-283,631
5232,4860,15148,1493,1462,107,5232,4860,15148,1493,1462,107,628
3736,5768,14428,750,106,-1040,3736,5768,14428,750,106,-1040,616
3808,7032,14212,3488,1059,-751,3808,7032,14212,3488,1059,-751,619
4200,7700,15320,8663,481,-1601,4200,7700,15320,8663,481,-1601,602
3960,8464,15680,4273,-2944,-1257,3960,8464,15680,4273,-2944,-1257,633
4288,8780,14436,630,-3998,-151,4288,8780,14436,630,-3998,-151,630
5308,8172,13732,692,-2841,1514,5308,8172,13732,692,-2841,1514,635
5020,7372,13324,2904,-372,2935,5020,7372,13324,2904,-372,2935,638
5744,9008,13332,2968,-689,3565,5744,9008,13332,2968,-689,3565,642
6364,8648,12220,-1959,-2098,4303,6364,8648,12220,-1959,-2098,4303,643
7828,9392,12984,-2027,273,3156,7828,9392,12984,-2027,273,3156,643
6060,7884,13908,-2027,-3823,2335,6060,7884,13908,-2027,-3823,2335,644
7732,7820,13344,-3254,-5,2372,7732,7820,13344,-3254,-5,2372,644
7004,5064,13900,-8540,-413,4350,7004,5064,13900,-8540,-413,4350,642
8852,8520,11264,-12839,1029,7318,8852,8520,11264,-12839,1029,7318,639
6864,2732,15856,175,4719,7157,6864,2732,15856,175,4719,7157,639
7716,1148,16348,444,319,-78,7716,1148,16348,444,319,-78,640
7384,2796,15560,6546,307,-3407,7384,2796,15560,6546,307,-3407,643
7304,5516,15416,19779,2333,-4881,7304,5516,15416,19779,2333,-4881,643
6944,7464,10580,15270,-1496,-4204,6944,7464,10580,15270,-1496,-4204,639
7052,11060,10320,1630,501,975,7052,11060,10320,1630,501,975,639
6892,7664,13352,-12713,1141,2627,6892,7664,13352,-12713,1141,2627,637
8584,7828,13024,-25256,-2826,5930,8584,7828,13024,-25256,-2826,5930,631
7248,492,16352,2277,3809,4862,7248,492,16352,2277,3809,4862,636
7252,2468,15448,3128,-151,-2492,7252,2468,15448,3128,-151,-2492,640
7296,5420,14496,15757,1308,-5416,7296,5420,14496,15757,1308,-5416,642
14240,3020,21836,10272,-16558,-6573,14240,3020,21836,10272,-16558,-6573,633
6144,11904,8984,11198,1518,-986,6144,11904,8984,11198,1518,-986,642
5904,12796,11040,-8043,-1174,2660,5904,12796,11040,-8043,-1174,2660,642
6452,10084,12576,-22376,1126,3753,6452,10084,12576,-22376,1126,3753,639
8032,4708,12952,-16021,2006,3299,8032,4708,12952,-16021,2006,3299,631
5988,3220,17088,781,2070,995,5988,3220,17088,781,2070,995,629
6384,4292,15784,1311,-2053,-2757,6384,4292,15784,1311,-2053,-2757,633
6744,5208,14752,12983,-1202,-4171,6744,5208,14752,12983,-1202,-4171,642
6404,8320,13508,17863,-1641,-3210,6404,8320,13508,17863,-1641,-3210,624
5660,9776,12796,13197,1538,-740,5660,9776,12796,13197,1538,-740,642
6160,11952,10476,-2481,-191,1783,6160,11952,10476,-2481,-191,1783,642
6300,11036,12028,-16378,681,3579,6300,11036,12028,-16378,681,3579,642
7888,12304,14996,-28322,987,3250,7888,12304,14996,-28322,987,3250,639
7068,328,14700,1741,4135,3651,7068,328,14700,1741,4135,3651,638
6212,3240,17276,-1017,-1683,-2658,6212,3240,17276,-1017,-1683,-2658,637
6244,5336,14744,14457,-4292,-5674,6244,5336,14744,14457,-4292,-5674,642
5504,8760,13920,23271,-2082,-5799,5504,8760,13920,23271,-2082,-5799,642
3688,14440,10792,16677,275,-1549,3688,14440,10792,16677,275,-1549,642
6644,13940,8620,-4384,475,1786,6644,13940,8620,-4384,475,1786,642
6800,13008,12792,-20688,270,4291,6800,13008,12792,-20688,270,4291,641
8144,10256,13968,-26971,628,10032,8144,10256,13968,-26971,628,10032,638
6984,2628,14564,2979,1627,4366,6984,2628,14564,2979,1627,4366,638
7316,3908,14680,420,-2831,-2169,7316,3908,14680,420,-2831,-2169,628
7632,5876,13268,11551,-3628,-5090,7632,5876,13268,11551,-3628,-5090,642
6720,7896,13556,23495,146,-6094,6720,7896,13556,23495,146,-6094,642
7368,11180,9356,8258,-451,-1457,7368,11180,9356,8258,-451,-1457,642
7216,12588,11080,-4626,997,1970,7216,12588,11080,-4626,997,1970,633
6808,11124,14244,-20103,408,4153,6808,11124,14244,-20103,408,4153,639
