4324,7944,14328,2015,671,4196,4324,7944,14328,2015,671,4196,640
4248,8064,14280,2721,-443,4321,4248,8064,14280,2721,-443,4321,640
4304,7776,14284,8,-379,-104,4304,7776,14284,8,-379,-104,640
4204,7648,14368,-79,-246,1,4204,7648,14368,-79,-246,1,640
4308,7968,13944,-509,-191,61,4308,7968,13944,-509,-191,61,640
4220,8180,13840,358,522,-98,4220,8180,13840,358,522,-98,638
4500,6796,15420,1619,-4390,-1930,4500,6796,15420,1619,-4390,-1930,633
4448,7728,14156,714,-3815,-4294,4448,7728,14156,714,-3815,-4294,631
4536,8808,13712,125,-3666,-2664,4536,8808,13712,125,-3666,-2664,633
5120,9716,13348,3130,-634,169,5120,9716,13348,3130,-634,169,637
4556,7604,14864,677,3070,1996,4556,7604,14864,677,3070,1996,1023
4244,7972,9756,-13150,7137,3293,4244,7972,9756,-13150,7137,3293,642
3360,6164,13812,-9704,4448,7752,3360,6164,13812,-9704,4448,7752,641
4864,1596,14336,-6059,5281,8141,4864,1596,14336,-6059,5281,8141,628
4056,3748,15152,-1302,2951,3994,4056,3748,15152,-1302,2951,3994,641
4000,2504,16852,7558,1295,-928,4000,2504,16852,7558,1295,-928,642
3028,7708,14548,16473,-4666,-4144,3028,7708,14548,16473,-4666,-4144,643
2624,14096,11224,13066,-1031,1288,2624,14096,11224,13066,-1031,1288,643
4144,10324,12460,-11803,1000,648,4144,10324,12460,-11803,1000,648,643
4796,6460,13288,-19096,1057,1834,4796,6460,13288,-19096,1057,1834,642
3696,3192,15312,-4007,2038,4177,3696,3192,15312,-4007,2038,4177,632
3184,3728,16116,5672,1804,-431,3184,3728,16116,5672,1804,-431,637
2848,8436,15400,14883,-1227,-1735,2848,8436,15400,14883,-1227,-1735,635
3960,8104,13364,19892,-4514,-2118,3960,8104,13364,19892,-4514,-2118,630
3868,10408,11700,-4380,-1123,-545,3868,10408,11700,-4380,-1123,-545,631
3932,8992,14116,-21383,536,1485,3932,8992,14116,-21383,536,1485,631
4752,6624,12448,-15593,5247,3758,4752,6624,12448,-15593,5247,3758,634
2116,2608,17228,-2882,2271,53,2116,2608,17228,-2882,2271,53,632
2888,4996,15908,7243,307,-766,2888,4996,15908,7243,307,-766,632
3308,7020,15884,17724,-1975,-984,3308,7020,15884,17724,-1975,-984,638
1032,8148,11932,24121,-1383,-1283,1032,8148,11932,24121,-1383,-1283,638
3856,13060,7476,3044,290,1141,3856,13060,7476,3044,290,1141,637
4264,11420,12268,-9047,-462,1150,4264,11420,12268,-9047,-462,1150,638
4032,10172,13940,-27693,602,2234,4032,10172,13940,-27693,602,2234,644
2560,6944,13052,-12842,4389,4094,2560,6944,13052,-12842,4389,4094,640
2356,2204,17436,-1335,166,981,2356,2204,17436,-1335,166,981,641
3336,4044,15824,3781,-1797,-1233,3336,4044,15824,3781,-1797,-1233,642
3520,6040,15128,14098,-1163,-1524,3520,6040,15128,14098,-1163,-1524,641
3380,8388,13944,19894,-924,-2197,3380,8388,13944,19894,-924,-2197,642
4276,11028,10944,307,-3424,-1648,4276,11028,10944,307,-3424,-1648,643
3708,10432,12684,-6290,-625,690,3708,10432,12684,-6290,-625,690,639
3612,9040,14020,-20323,886,660,3612,9040,14020,-20323,886,660,642
5704,8668,12912,-14306,3396,4137,5704,8668,12912,-14306,3396,4137,643
3080,2120,17640,261,866,1327,3080,2120,17640,261,866,1327,644
3688,4520,16276,1991,-580,-994,3688,4520,16276,1991,-580,-994,644
3520,6032,14540,9876,862,-369,3520,6032,14540,9876,862,-369,644
3568,7068,14032,21912,-2035,-1743,3568,7068,14032,21912,-2035,-1743,643
2620,11524,11244,2491,-1841,-633,2620,11524,11244,2491,-1841,-633,643
3720,9388,13072,-5623,334,887,3720,9388,13072,-5623,334,887,644
2824,7236,14496,-13703,152,512,2824,7236,14496,-13703,152,512,643
4200,9812,12768,-20641,1836,2925,4200,9812,12768,-20641,1836,2925,644
2516,1140,17588,-392,1081,1767,2516,1140,17588,-392,1081,1767,643
3676,3816,15848,2801,-392,-1185,3676,3816,15848,2801,-392,-1185,644
2988,4916,16444,16363,400,-1012,2988,4916,16444,16363,400,-1012,643
2712,8288,14244,19449,-510,-1016,2712,8288,14244,19449,-510,-1016,643
3300,11432,11724,-3686,-1735,209,3300,11432,11724,-3686,-1735,209,643
3468,8564,13816,-5447,111,930,3468,8564,13816,-5447,111,930,644
2912,7028,14256,-14569,609,314,2912,7028,14256,-14569,609,314,644
3340,7900,14284,-15219,2227,4574,3340,7900,14284,-15219,2227,4574,642
