6036,2760,15612,-32,0,15,6036,2760,15612,-32,0,15
5956,2724,15516,-1,-24,4,5956,2724,15516,-1,-24,4
6060,2640,15728,3,51,-13,6060,2640,15728,3,51,-13
5972,2748,15660,-162,52,33,5972,2748,15660,-162,52,33
6128,2704,15608,3,12,45,6128,2704,15608,3,12,45
6116,2712,15576,-60,76,-20,6116,2712,15576,-60,76,-20
5968,2692,15612,-17,-84,-7,5968,2692,15612,-17,-84,-7
5992,2808,15468,-110,-113,0,5992,2808,15468,-110,-113,0
6136,2600,15424,161,-9,32,6136,2600,15424,161,-9,32
5736,2640,15468,-720,-481,-105,5736,2640,15468,-720,-481,-105
6120,3056,15140,-1149,-602,423,6120,3056,15140,-1149,-602,423
6400,2264,15752,-427,-521,244,6400,2264,15752,-427,-521,244
6056,2080,15560,-456,-482,-86,6056,2080,15560,-456,-482,-86
6424,2048,15180,4,-567,226,6424,2048,15180,4,-567,226
6904,3700,14824,1125,429,502,6904,3700,14824,1125,429,502
6208,1780,15640,548,106,-118,6208,1780,15640,548,106,-118
6720,2340,15176,3739,1295,132,6720,2340,15176,3739,1295,132
6080,3036,15736,5935,-155,-601,6080,3036,15736,5935,-155,-601
6044,3136,14940,8314,534,-303,6044,3136,14940,8314,534,-303
5812,6172,14072,5162,259,-1136,5812,6172,14072,5162,259,-1136
5588,7296,14584,2999,436,-756,5588,7296,14584,2999,436,-756
5924,6688,14152,443,-132,-578,5924,6688,14152,443,-132,-578
5396,6904,14980,-3517,-737,322,5396,6904,14980,-3517,-737,322
5648,7564,14580,-7891,-2051,1304,5648,7564,14580,-7891,-2051,1304
6316,4792,15452,-9951,-487,2508,6316,4792,15452,-9951,-487,2508
6244,3368,15384,-11889,-1401,2527,6244,3368,15384,-11889,-1401,2527
6436,-1432,16124,-7791,-402,2694,6436,-1432,16124,-7791,-402,2694
6304,-1728,15348,-10421,-953,1118,6304,-1728,15348,-10421,-953,1118
6428,-2444,15544,-5673,-121,1978,6428,-2444,15544,-5673,-121,1978
6176,-2696,15788,-3389,-885,1512,6176,-2696,15788,-3389,-885,1512
6216,-3464,15392,-803,-1520,1424,6216,-3464,15392,-803,-1520,1424
6348,-3416,15436,2199,-1040,2344,6348,-3416,15436,2199,-1040,2344
6596,-3148,15036,-49,-933,1065,6596,-3148,15036,-49,-933,1065
6720,-4036,15044,436,-831,394,6720,-4036,15044,436,-831,394
7256,-3268,14784,4148,614,-12,7256,-3268,14784,4148,614,-12
6536,-2904,14972,14831,-296,-1394,6536,-2904,14972,14831,-296,-1394
6404,336,15332,14341,402,-3151,6404,336,15332,14341,402,-3151
6820,1604,15356,13155,59,-2951,6820,1604,15356,13155,59,-2951
7196,3908,15852,13127,810,-2726,7196,3908,15852,13127,810,-2726
5704,6576,14620,8666,-277,-2678,5704,6576,14620,8666,-277,-2678
6396,7168,14156,7570,495,-1375,6396,7168,14156,7570,495,-1375
5740,7412,13856,6216,170,-1281,5740,7412,13856,6216,170,-1281
5872,8580,13536,4780,290,-1039,5872,8580,13536,4780,290,-1039
5764,9184,13440,3379,325,-1300,5764,9184,13440,3379,325,-1300
5448,9916,12972,651,-331,-1069,5448,9916,12972,651,-331,-1069
5556,10132,12608,-3007,-711,381,5556,10132,12608,-3007,-711,381
5780,9596,13392,-10710,-3578,1267,5780,9596,13392,-10710,-3578,1267
6576,7072,14408,-18612,-992,2894,6576,7072,14408,-18612,-992,2894
7480,6268,14680,-15057,735,3723,7480,6268,14680,-15057,735,3723
6044,-1088,16564,-16744,-475,2726,6044,-1088,16564,-16744,-475,2726
6448,-1016,15940,-14098,-1231,1964,6448,-1016,15940,-14098,-1231,1964
7612,-1304,14884,-5536,-16,3162,7612,-1304,14884,-5536,-16,3162
7476,-2568,15216,-4294,-830,2878,7476,-2568,15216,-4294,-830,2878
7128,-3716,14628,-2036,-778,1480,7128,-3716,14628,-2036,-778,1480
7180,-3476,15368,434,-230,458,7180,-3476,15368,434,-230,458
7360,-3720,14388,3269,-640,-1092,7360,-3720,14388,3269,-640,-1092
7588,-2544,15568,15772,316,-2598,7588,-2544,15568,15772,316,-2598
7456,-264,14656,14508,1346,-3695,7456,-264,14656,14508,1346,-3695
7560,3128,14800,12406,1575,-3320,7560,3128,14800,12406,1575,-3320
6832,3232,15220,11069,494,-3157,6832,3232,15220,11069,494,-3157
6492,7092,14468,6572,603,-2401,6492,7092,14468,6572,603,-2401
6488,6548,14084,6404,140,-1575,6488,6548,14084,6404,140,-1575
6764,7280,13812,4384,1289,-1059,6764,7280,13812,4384,1289,-1059
6212,7636,14124,3118,235,-1242,6212,7636,14124,3118,235,-1242
