32,13756,8460,1846,1123,4040,32,13756,8460,1846,1123,4040
228,13880,8528,2665,-190,4267,228,13880,8528,2665,-190,4267
68,13856,8580,-86,20,-174,68,13856,8580,-86,20,-174
-76,14088,8676,-233,-193,-594,-76,14088,8676,-233,-193,-594
-112,14052,9016,235,-126,-1022,-112,14052,9016,235,-126,-1022
-20,13720,8712,-633,207,-844,-20,13720,8712,-633,207,-844
-316,13844,8576,-149,41,-724,-316,13844,8576,-149,41,-724
-288,13768,8600,-8,-2,-458,-288,13768,8600,-8,-2,-458
-340,13792,8580,-117,164,-56,-340,13792,8580,-117,164,-56
-888,15320,7604,-5886,2294,768,-888,15320,7604,-5886,2294,768
-632,11808,10728,1168,1940,2534,-632,11808,10728,1168,1940,2534
-272,14324,8392,961,1620,2054,-272,14324,8392,961,1620,2054
-132,13620,8384,2478,576,3842,-132,13620,8384,2478,576,3842
228,14228,8992,1620,188,4734,228,14228,8992,1620,188,4734
1120,13380,7896,-381,-209,3982,1120,13380,7896,-381,-209,3982
1832,13408,7760,670,187,2412,1832,13408,7760,670,187,2412
1360,14056,8964,118,196,820,1360,14056,8964,118,196,820
1284,13844,8460,1249,-234,328,1284,13844,8460,1249,-234,328
1740,13820,7856,3840,-852,584,1740,13820,7856,3840,-852,584
1728,13684,7020,13404,-1851,1533,1728,13684,7020,13404,-1851,1533
2168,16012,6148,14494,-3209,957,2168,16012,6148,14494,-3209,957
2424,16720,2312,11344,-3044,124,2424,16720,2312,11344,-3044,124
2696,17456,1004,2902,-824,-556,2696,17456,1004,2902,-824,-556
2260,17760,1824,-7121,932,-516,2260,17760,1824,-7121,932,-516
2236,16168,2672,-11844,2659,-916,2236,16168,2672,-11844,2659,-916
1812,16060,5820,-14185,2267,-893,1812,16060,5820,-14185,2267,-893
1864,14868,6024,-15384,3290,-121,1864,14868,6024,-15384,3290,-121
1392,13236,8504,-3189,1498,2505,1392,13236,8504,-3189,1498,2505
2072,11764,9396,-1679,488,1091,2072,11764,9396,-1679,488,1091
1132,13312,11040,2102,-1024,-31,1132,13312,11040,2102,-1024,-31
1612,13100,9196,3647,-1455,-312,1612,13100,9196,3647,-1455,-312
2248,13100,7640,11001,-3136,-341,2248,13100,7640,11001,-3136,-341
2240,15440,6096,18432,-4000,148,2240,15440,6096,18432,-4000,148
2176,15956,3096,21991,-3846,-59,2176,15956,3096,21991,-3846,-59
2312,17692,564,13562,-1682,-1317,2312,17692,564,13562,-1682,-1317
2404,17476,-2260,4291,-564,-59,2404,17476,-2260,4291,-564,-59
2480,17624,-1264,-7528,419,-465,2480,17624,-1264,-7528,419,-465
2560,18004,284,-20990,3889,-1064,2560,18004,284,-20990,3889,-1064
1940,15416,2792,-32768,4835,-3296,1940,15416,2792,-32768,4835,-3296
1756,12924,5516,-7652,2097,1138,1756,12924,5516,-7652,2097,1138
172,12676,12344,-2930,1704,374,172,12676,12344,-2930,1704,374
924,11860,9616,3235,-1681,-524,924,11860,9616,3235,-1681,-524
1480,13488,8092,13924,-4407,-614,1480,13488,8092,13924,-4407,-614
1336,14952,4936,20966,-3932,244,1336,14952,4936,20966,-3932,244
1160,15696,492,25568,-5072,906,1160,15696,492,25568,-5072,906
1572,15592,-1164,17509,-941,602,1572,15592,-1164,17509,-941,602
2264,17592,-4024,7913,-249,666,2264,17592,-4024,7913,-249,666
2408,16356,-4308,-192,219,323,2408,16356,-4308,-192,219,323
2108,16624,-3220,-6025,961,-397,2108,16624,-3220,-6025,961,-397
2016,19736,-564,-24736,3571,-618,2016,19736,-564,-24736,3571,-618
2752,14704,244,-32768,6478,-3194,2752,14704,244,-32768,6478,-3194
1940,13972,5652,-15783,2966,-278,1940,13972,5652,-15783,2966,-278
472,13088,10180,-3064,1823,1958,472,13088,10180,-3064,1823,1958
820,11736,10612,2225,-837,576,820,11736,10612,2225,-837,576
1552,13004,8324,10431,-3036,-264,1552,13004,8324,10431,-3036,-264
1772,15560,4700,23278,-5058,946,1772,15560,4700,23278,-5058,946
1736,16036,1700,24912,-4359,1122,1736,16036,1700,24912,-4359,1122
2244,17664,-1644,16894,-932,303,2244,17664,-1644,16894,-932,303
2804,17516,-3840,7949,-1000,593,2804,17516,-3840,7949,-1000,593
2688,16744,-4812,-1810,312,34,2688,16744,-4812,-1810,312,34
2372,18004,-2924,-13008,2132,-1464,2372,18004,-2924,-13008,2132,-1464
2264,18652,64,-31661,6196,-2513,2264,18652,64,-31661,6196,-2513
1856,13200,2608,-27766,4339,-3221,1856,13200,2608,-27766,4339,-3221
