5484,6636,14704,-125,-268,758,5484,6636,14704,-125,-268,758,626
5312,6652,14736,-15,-305,735,5312,6652,14736,-15,-305,735,626
5572,5816,14488,-397,442,1362,5572,5816,14488,-397,442,1362,627
4988,6676,14560,-649,143,16,4988,6676,14560,-649,143,16,627
5484,6728,14648,510,-224,-742,5484,6728,14648,510,-224,-742,627
5720,6268,14508,1136,-83,-742,5720,6268,14508,1136,-83,-742,627
5092,5780,14136,3299,-259,-2497,5092,5780,14136,3299,-259,-2497,627
5484,7516,14648,5670,770,-3865,5484,7516,14648,5670,770,-3865,627
4460,9572,12784,7118,1965,-3754,4460,9572,12784,7118,1965,-3754,627
4264,11000,13768,10622,-6,-3540,4264,11000,13768,10622,-6,-3540,622
2836,10520,12168,6090,-3208,-3051,2836,10520,12168,6090,-3208,-3051,620
3580,11696,12916,-7274,-5912,1956,3580,11696,12916,-7274,-5912,1956,627
5336,9152,13200,-8196,-6396,3375,5336,9152,13200,-8196,-6396,3375,631
4920,7572,12096,-5563,-4239,4751,4920,7572,12096,-5563,-4239,4751,634
7528,9744,11924,-6334,-2588,6161,7528,9744,11924,-6334,-2588,6161,634
8224,6840,12820,-1677,-2316,3982,8224,6840,12820,-1677,-2316,3982,635
8468,6660,12688,-2832,-1317,3364,8468,6660,12688,-2832,-1317,3364,637
9404,6328,13524,-12530,-4775,6071,9404,6328,13524,-12530,-4775,6071,633
6496,3120,13988,-9233,1343,12778,6496,3120,13988,-9233,1343,12778,619
9288,-1320,15908,-1282,2897,819,9288,-1320,15908,-1282,2897,819,630
7668,3400,16088,4064,-45,-5098,7668,3400,16088,4064,-45,-5098,632
7048,2932,16252,17355,-3483,-8846,7048,2932,16252,17355,-3483,-8846,633
7832,2980,13972,12958,-743,-7488,7832,2980,13972,12958,-743,-7488,630
7668,8648,12104,721,1920,-838,7668,8648,12104,721,1920,-838,631
7240,7932,13412,-2752,348,790,7240,7932,13412,-2752,348,790,636
7900,8048,14612,-17809,-2542,5357,7900,8048,14612,-17809,-2542,5357,637
8804,2924,14172,-3084,2923,9532,8804,2924,14172,-3084,2923,9532,636
7652,40,16288,-4475,3366,1115,7652,40,16288,-4475,3366,1115,637
7364,1380,16760,7278,2476,-5467,7364,1380,16760,7278,2476,-5467,637
7200,4232,17456,19137,-2773,-8683,7200,4232,17456,19137,-2773,-8683,633
5604,8864,10976,9451,-1906,-3949,5604,8864,10976,9451,-1906,-3949,633
6544,9976,12164,-400,559,272,6544,9976,12164,-400,559,272,634
6424,7492,13880,-9830,-813,1680,6424,7492,13880,-9830,-813,1680,638
7860,7408,14240,-18012,260,8517,7860,7408,14240,-18012,260,8517,637
6364,1928,15748,-3713,3962,9107,6364,1928,15748,-3713,3962,9107,637
6848,1432,15956,-1458,-162,-178,6848,1432,15956,-1458,-162,-178,638
6144,2348,14540,13343,4310,-4242,6144,2348,14540,13343,4310,-4242,638
6768,4756,16020,24509,-3712,-9387,6768,4756,16020,24509,-3712,-9387,636
5852,9732,9748,11612,-383,-2225,5852,9732,9748,11612,-383,-2225,636
5308,11408,11804,-3747,1918,546,5308,11408,11804,-3747,1918,546,637
5736,8948,13608,-17443,-3152,2106,5736,8948,13608,-17443,-3152,2106,639
7472,8676,13860,-23880,-472,7143,7472,8676,13860,-23880,-472,7143,638
6416,1872,16748,-1475,2478,3594,6416,1872,16748,-1475,2478,3594,638
6584,3332,15208,3233,-370,-2852,6584,3332,15208,3233,-370,-2852,640
5988,5656,16780,19631,2648,-4848,5988,5656,16780,19631,2648,-4848,638
6784,7196,10436,20123,-1872,-6886,6784,7196,10436,20123,-1872,-6886,636
4660,11432,10920,-1580,2347,904,4660,11432,10920,-1580,2347,904,636
5320,8888,13748,-5366,-547,1365,5320,8888,13748,-5366,-547,1365,638
6304,8688,14056,-25447,-2888,3865,6304,8688,14056,-25447,-2888,3865,639
7016,4460,11900,-12088,2062,11206,7016,4460,11900,-12088,2062,11206,638
7168,-932,16708,-196,960,912,7168,-932,16708,-196,960,912,639
6332,1748,16264,11057,3032,-4592,6332,1748,16264,11057,3032,-4592,640
5228,6000,17152,27168,-1078,-6987,5228,6000,17152,27168,-1078,-6987,638
4432,11268,7952,13119,-1136,-3060,4432,11268,7952,13119,-1136,-3060,637
5008,10956,12760,-7154,3337,2347,5008,10956,12760,-7154,3337,2347,639
5436,8320,14668,-29013,-4353,2742,5436,8320,14668,-29013,-4353,2742,640
6368,4364,15064,-12962,876,7394,6368,4364,15064,-12962,876,7394,639
6116,-256,17628,3067,9,-1306,6116,-256,17628,3067,9,-1306,640
